dataset,matcher,precision,recall,f1-measure
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/ekaw.owl,jaroMeasure_matcher,0.7142857142857143,0.7142857142857143,0.5555555555555556
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/ekaw.owl,simple_tfidf,0.8333333333333334,0.8333333333333334,0.5882352941176471
cmt-ekaw,metaMatcher,0.75,0.75,0.631578947368421
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/iasted.owl,equalDistance_matcher,0.6666666666666666,0.6666666666666666,0.8
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/iasted.owl,needlemanWunsch2Distance_matcher,0.6666666666666666,0.6666666666666666,0.8
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/iasted.owl,jiang_conrath_new,0.6666666666666666,0.6666666666666666,0.8
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/iasted.owl,new_lin,0.6666666666666666,0.6666666666666666,0.8
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/iasted.owl,subStringDistance_matcher,0.6666666666666666,0.6666666666666666,0.8
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/iasted.owl,level2_monge_elkan,0.12121212121212122,0.12121212121212122,0.21621621621621626
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/iasted.owl,lin_matcher,0.5714285714285714,0.5714285714285714,0.7272727272727273
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/iasted.owl,jaro_tfidf,0.6666666666666666,0.6666666666666666,0.8
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/iasted.owl,suffix_matcher,0.26666666666666666,0.26666666666666666,0.4210526315789474
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/iasted.owl,level2_jaro_winkler,0.14285714285714285,0.14285714285714285,0.25
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/iasted.owl,wu_palmer,0.6666666666666666,0.6666666666666666,0.8
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/iasted.owl,jaroWinklerMeasure_matcher,1.0,1.0,0.0
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/iasted.owl,advanced_tfidf,0.0,0.0,0.0
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/iasted.owl,mongeElkan_matcher,0.07692307692307693,0.07692307692307693,0.14285714285714288
